清单序号,原方名,规范方名,出处,主治原文,组成,候选证型,候选证型ID,裁定状态,核定证型,核定证型ID,裁定依据,证据层级,全网资料入口,联网补强状态,需医生最终签字,数据质量备注,逐方网页证据,逐方网页核验
212,钩藤饮十,钩藤饮十,《古方汇精》,治小儿脏寒夜啼。阴极发燥。；钩藤、茯神、茯苓宁心安神，当归、川芎养血，木香温中，甘草调和，姜枣和营卫。,钩藤、茯神、茯苓、当归、川芎、木香、甘草,心寒；心中寒,TCM-SYNDROME-F6C24D5D70A5；TCM-SYNDROME-AB4D5D32D1DD,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
213,固元饮,固元饮,《古方汇精》,治妊娠三月后，胎动下血，或因倾跌欲堕。；补肝肾，固胎元，兼活血止血。归经：肝、肾、脾。；妊娠3月后，胎动下血，或因倾跌欲坠胎者。,生地黄、川芎、当归身、川续断、茯苓、白芍、杜仲、丹参、白术、甘草,肝肾不足；肝虚血瘀,TCM-SYNDROME-BBA3843C00EB；TCM-SYNDROME-AA2E37AE745F,采纳,肝肾不足,TCM-SYNDROME-BBA3843C00EB,主治“胎动下血，或因倾跌欲堕”直接对应补肝肾、固胎元治法，核心在肝肾不足、胎元不固。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%9B%BA%E5%85%83%E9%A5%AE,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E5%9B%BA%E5%85%83%E9%A5%AE,页面正文命中方名
214,桂姜汤,桂姜汤,《三因极一病证方论》,治牝疟，寒多微热，或但寒不热。；方中柴胡、黄芩和解少阳，桂心、干姜温阳散寒，牡蛎软坚，栝蒌根生津，甘草调和。,柴胡、肉桂、黄芩、牡蛎、甘草、干姜、栝蒌根,寒热错杂；寒凝阳虚,TCM-SYNDROME-BBEC651B5E26；TCM-SYNDROME-A882856779F6,采纳,寒凝阳虚,TCM-SYNDROME-A882856779F6,主治“寒多微热，或但寒不热”紧扣牝疟阳虚寒凝的本证。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%A1%82%E5%A7%9C%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%A1%82%E5%A7%9C%E6%B1%A4,页面正文命中方名
215,海浮散,海浮散,《验方新编》,腐肉自去，新肉自生，外科回生保命之灵丹。毒净则收口，毒不尽则提脓外出。；乳香、没药活血散瘀，消肿生肌，外用提脓去腐，促进愈合。,乳香、没药,瘀血内停；瘀血阻滞,TCM-SYNDROME-80BD97F83189；TCM-SYNDROME-9F0DD3371EB8,采纳,瘀血阻滞,TCM-SYNDROME-9F0DD3371EB8,“腐肉自去，新肉自生”需活血散瘀，核心证候为瘀血阻滞肌表。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%B5%B7%E6%B5%AE%E6%95%A3,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%B5%B7%E6%B5%AE%E6%95%A3,页面正文命中方名
216,黄六一汤,黄六一汤,《医方考》,虚脱已后盗汗者；大补气而汗自止，阴生于阳，无形化有形。,黄芪、甘草,元气亏虚；气阴两虚,TCM-SYNDROME-254781E767D4；TCM-SYNDROME-64D396EDCE1F,采纳,元气亏虚,TCM-SYNDROME-254781E767D4,主治“虚脱已后盗汗”，以大补气止汗，体现元气亏虚不固。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
217,回毒即消丹,回毒即消丹,《大小诸证方论》,回毒即消，一剂消大半，二剂痊愈。；金银花解毒，人参补气，元参清热，甘草和中，共奏解毒消丹之功。,金银花、甘草、人参、元参,气虚余热；余热未清,TCM-SYNDROME-2E7C031ADFBF；TCM-SYNDROME-4BAC470BBE59,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%9B%9E%E6%AF%92%E5%8D%B3%E6%B6%88%E4%B8%B9,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%9B%9E%E6%AF%92%E5%8D%B3%E6%B6%88%E4%B8%B9,页面正文命中方名
218,藿香汤,藿香汤,《三因极一病证方论》,心下虚满，饮食不入，时时呕吐，短气；或大病将理不复，胃气无以养，日渐羸弱。；方中藿香、木香、桂心温中行气，人参、白术、茯苓健脾益气，桔梗、枇杷叶、半夏降逆止呕，共奏温中补虚、降逆和胃之功。,藿香、人参、肉桂、桔梗、木香、白术、茯苓、枇杷叶、半夏,脾胃气虚；胃虚气滞,TCM-SYNDROME-0F4FF7849863；TCM-SYNDROME-7D0A5E9D1BF7,采纳,胃虚气滞,TCM-SYNDROME-7D0A5E9D1BF7,主治“心下虚满，饮食不入，时时呕吐，短气”，病机为胃气虚兼气滞。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%97%BF%E9%A6%99%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E8%97%BF%E9%A6%99%E6%B1%A4,页面正文命中方名
219,加味葛根汤,加味葛根汤,《成方切用》,小儿发热，看有痘情（耳冷，指冷，脚冷，眼如含水，懒于言笑），至见点。；升麻葛根汤加味，解肌透疹，兼理气活血，引热下行。,升麻、葛根、前胡、桔梗、山楂、青皮、木通、荆芥、抚芎、甘草、灯心,气滞血瘀；气滞热壅,qi_stagnation_blood_stasis；TCM-SYNDROME-62BAF46EC3EE,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%8A%A0%E5%91%B3%E8%91%9B%E6%A0%B9%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E8%91%9B%E6%A0%B9%E6%B1%A4,页面正文命中方名
220,老人中蛇蛊方,老人中蛇蛊方,《验方新编》,老人中蛇蛊，血气既衰，不可全用峻利之品与大寒凉之药，故斟酌平和之剂。；方用百合、苏子等平和之品，兼顾气血，避免峻利寒凉，适合老人中蛊。,百合、苏子、薄荷、当归、茯苓、白芷、白芍、麦冬、连翘,气血两虚；气血亏虚,qi_blood_deficiency；TCM-SYNDROME-3AAD68D5C9BF,采纳,气血亏虚,TCM-SYNDROME-3AAD68D5C9BF,主治直言老人“血气既衰”，以此为基础择平和剂，属气血亏虚。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
221,麦门冬煎,麦门冬煎,《三因极一病证方论》,治诸渴。；益气养阴，补脾固肾，兼温阳化饮，主治诸渴。,麦门冬、人参、黄芪、白茯苓、山茱萸、山药、桂心、黑豆,气阴两虚；脾肾阳虚水停,TCM-SYNDROME-64D396EDCE1F；TCM-SYNDROME-30D3125AFC13,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E9%BA%A6%E9%97%A8%E5%86%AC%E7%85%8E,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E9%BA%A6%E9%97%A8%E5%86%AC%E7%85%8E,页面正文命中方名
222,麦汤散,麦汤散,《瑞竹堂经验方》,治水痘；方用地骨皮、麻黄、甘草、人参、滑石、大黄，治水痘，表里双解，清热利湿。,地骨皮、麻黄、甘草、人参、滑石、大黄,湿热；湿热内蕴,TCM-SYNDROME-CFEFA693692E；TCM-SYNDROME-B2E08C04E2E2,采纳,湿热内蕴,TCM-SYNDROME-B2E08C04E2E2,治水痘，方用清热利湿、表里双解，符合湿热内蕴病机。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
223,秘元煎,秘元煎,《成方切用》,治遗精，带浊等证，此方专主心脾。；专主心脾，固涩止遗，补气安神。,金樱子、酸枣仁、芡实、山药、白术、茯神、人参,心脾气虚；心脾两虚,TCM-SYNDROME-369A4AB40786；heart_spleen_deficiency,采纳,心脾两虚,heart_spleen_deficiency,主治遗精带浊，原文明确“专主心脾”，证属心脾两虚。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E7%A7%98%E5%85%83%E7%85%8E,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E7%A7%98%E5%85%83%E7%85%8E,页面正文命中方名
224,牛膝汤,牛膝汤,《三因极一病证方论》,治产儿已出，胞衣不下，脐腹坚，胀急痛甚；及子死腹中，不得出。；方用牛膝、瞿麦、滑石、当归、木通、葵子，活血利水，通胞衣，归经肝肾膀胱。,牛膝、瞿麦、滑石、当归、木通、葵子,下焦蓄血；肝血瘀阻,TCM-SYNDROME-F2311322F959；TCM-SYNDROME-BBD3280551C6,采纳,下焦蓄血,TCM-SYNDROME-F2311322F959,胞衣不下，脐腹坚胀急痛，属瘀血阻滞下焦之证。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E7%89%9B%E8%86%9D%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E7%89%9B%E8%86%9D%E6%B1%A4,页面正文命中方名
225,普救散,普救散,《洪氏集验方》,治四时伤寒、浑身发热、四肢疼痛、头重眼疼，不问阴阳二证，并皆治之。；苍术燥湿健脾，葛根解肌退热，甘草调和诸药，共奏解表散寒、清热除湿之功。；四时伤寒，浑身发热，四肢疼痛，头重眼疼，不问阴阳二证。,苍术、葛根、甘草,寒湿化热；寒湿,TCM-SYNDROME-24874154AD02；TCM-SYNDROME-1F5A809D649C,采纳,寒湿化热,TCM-SYNDROME-24874154AD02,治四时伤寒，症见发热疼痛头重，方兼解表散寒与清热除湿，为寒湿化热。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%99%AE%E6%95%91%E6%95%A3,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%99%AE%E6%95%91%E6%95%A3,页面正文命中方名
226,乳吹乳岩方,乳吹乳岩方,《惠直堂经验方》,乳吹、乳岩；方以栝蒌化痰散结，甘草、当归养血活血，乳香、没药活血止痛，酒煎助药力，共奏散结消岩之功。,栝蒌、甘草、当归、乳香、没药,痰结血瘀；血瘀痰滞,TCM-SYNDROME-29C372D08055；TCM-SYNDROME-F2D7D7730696,采纳,痰结血瘀,TCM-SYNDROME-29C372D08055,主治乳吹乳岩，方中化痰散结与养血活血并施，针对痰瘀互结。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
227,乳癖乳岩方,乳癖乳岩方,《惠直堂经验方》,乳癖、乳岩；蒲公英、金银花、夏枯草清热解毒散结，土贝母化痰消肿，白酒助药力。,蒲公英、金银花、夏枯草、土贝母,痰热蕴结；痰热,TCM-SYNDROME-16B338B903A0；TCM-SYNDROME-AB90372F519A,采纳,痰热蕴结,TCM-SYNDROME-16B338B903A0,主治乳癖乳岩，多用清热解毒散结、化痰消肿之品，符合痰热蕴结。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
228,神功沃雪汤,神功沃雪汤,《验方新编》,治一切无名肿毒；当归活血，白芷消肿，夏枯草散结，僵蚕化痰，酒煎助药力，主治无名肿毒。,当归、白芷、夏枯草、僵蚕,痰结血瘀；血瘀痰滞,TCM-SYNDROME-29C372D08055；TCM-SYNDROME-F2D7D7730696,采纳,痰结血瘀,TCM-SYNDROME-29C372D08055,主治无名肿毒，以活血、消肿、散结、化痰药组成，体现痰瘀同治。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
229,神仙附益丸,神仙附益丸,《大小诸证方论》,妇人百病，生育之功如神。胎前产后俱服。；香附理气调经，益母草活血利水，二药合用，气血双调，为妇人常用却病之方。,香附、益母草,气滞血瘀；气血失调,qi_stagnation_blood_stasis；TCM-SYNDROME-4FD46B37E9BB,采纳,气血失调,TCM-SYNDROME-4FD46B37E9BB,主治妇人百病、胎前产后，香附理气、益母草活血，明言气血双调。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
230,神效万金丹,神效万金丹,《瑞竹堂经验方》,治小儿慢惊风、急惊风，十无一失。；朱砂安神定惊，轻粉攻毒劫痰，虫汁引药入络，共奏息风止痉之功。,朱砂、轻粉,痰热动风；痰火动风,TCM-SYNDROME-F92A542211B8；TCM-SYNDROME-013202A92D6D,采纳,痰热动风,TCM-SYNDROME-F92A542211B8,主治急慢惊风，轻粉劫痰攻毒、朱砂安神定惊，共奏息风止痉，针对痰热动风。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
231,神验保产无忧散,神验保产无忧散,《医方简义》,妊妇九个月外，未临盆时，预服可免一切产难之虞；补气血、安胎、祛风，预防难产,当归、川贝母、白芍、黄芪、菟丝子、川芎、羌活,气血两虚动风；气血两虚,TCM-SYNDROME-6A3F837B46E1；qi_blood_deficiency,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
232,肾着汤,肾着汤,《金匮》,伤湿身重，腹痛腰冷，不渴，小便自利，饮食如故，病属下焦；《宣明》用治胞痹，膀胱热痛，涩于小便，上为清涕；足太阴、太阳药。干姜辛热燥湿，白术苦温胜湿，茯苓甘淡渗湿，甘草和中补土，益土制水；治身重，腰冷痹，如坐水中，形如水状，反不渴，小便自利，食饮如故，病属下焦，以身劳汗出，衣里冷湿，久而得之，腰以下冷痛，腰重如带五贯钱。,干姜、茯苓、甘草、白术,太阴寒湿；湿困脾阳,TCM-SYNDROME-B7E530399DD5；TCM-SYNDROME-B5AA06997313,采纳,寒湿,TCM-SYNDROME-1F5A809D649C,原文“腰冷痛，身重如带五贯钱”，显属寒湿着于下焦,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%82%BE%E7%9D%80%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E8%82%BE%E7%9D%80%E6%B1%A4,页面正文命中方名
233,升阳散火汤,升阳散火汤,《医方考》,过食冷物，抑遏少阳之火，郁于脾部者。；辛温升少阳，酸甘泻土补中，升阳散火，治脾郁。,升麻、葛根、独活、羌活、人参、白芍、柴胡、防风、生甘草、炙甘草,阴火乘脾；脾虚火旺,TCM-SYNDROME-B1BBC470A6EE；TCM-SYNDROME-467DADB8BDFB,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%8D%87%E9%98%B3%E6%95%A3%E7%81%AB%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%8D%87%E9%98%B3%E6%95%A3%E7%81%AB%E6%B1%A4,页面正文命中方名
234,生化汤论附方,生化汤论附方,《验方新编》,产后诸证，气血骤下，元气大亏，恶露停滞，晕厥、汗、崩等。；芎、归、桃仁温中行血，去旧生新；炙黑干姜、炙草引药入肺肝，行中有补，化中有生。,当归、川芎、干姜、桃仁、甘草,气虚血瘀；气血两虚,TCM-SYNDROME-C3FAB62E2CDB；qi_blood_deficiency,采纳,气虚血瘀,TCM-SYNDROME-C3FAB62E2CDB,原文明示“元气大亏，恶露停滞”，气血骤下而瘀,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
